price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built
601002,4,2.5,2050,8094,1,0,0,3,8,1050,1976
262500,2,1.5,1140,14373,1,0,0,3,7,1140,1949
998500,3,1.75,2140,4800,2,0,0,3,8,1690,1905
1039000,4,1,3410,5000,2,0,0,5,8,2190,1910
775000,5,3.5,3290,5600,2,0,0,3,9,2670,2004
650000,4,2.5,2860,5576,2,0,0,3,8,2860,2004
215000,2,2.25,1610,2040,2,0,0,4,7,1610,1979
290000,3,2,1260,7346,1,0,0,3,7,1260,1987
360000,3,1.75,1810,7200,1,0,0,5,7,1030,1959
268000,3,1,1420,6000,1,0,0,3,6,1420,1941
1280000,4,2.5,3160,4620,1.5,0,4,3,9,2020,1917
435000,4,2,1960,50112,1,0,0,4,7,1050,1963
304000,3,1,900,7500,1,0,0,4,7,900,1972
355000,4,2.25,2200,3404,2,0,0,3,8,2200,2005
608000,4,2.75,2490,9714,1,0,0,4,8,1400,1983
295000,3,2,1810,10530,1,0,2,3,8,1810,1991
9.00E+05,3,2.5,1920,7200,2,0,2,3,10,1780,1997
439900,5,3.5,3390,7950,2,0,2,3,7,3390,2003
744000,4,2.5,3140,7260,2,0,0,3,8,2200,2004
615000,3,2.5,2250,10171,2,0,0,3,9,2250,1987
990000,3,2.75,2500,6350,2,0,0,5,9,2370,1979
415000,3,1.5,1220,835,1.5,0,0,4,6,1220,1950
227450,2,1,660,6509,1,0,0,4,5,660,1952
309000,3,2.25,1490,1294,2,0,0,3,7,1220,2010
409124,5,3.25,3320,11340,2,0,0,4,8,2480,1999
850000,5,2,2310,13430,1.5,0,0,4,8,2310,1966
485000,3,1.75,1950,10080,1,0,0,4,7,1950,1967
1920000,5,5.75,7730,230868,2,0,0,3,12,6660,2004
792500,3,1.5,1960,2400,2,0,0,3,8,1330,1911
1180000,5,3.75,3630,6000,1.5,0,0,3,9,2470,2004
361280,2,1,820,6400,1,0,0,4,7,820,1944
2544750,5,4.75,5410,13431,2,0,0,4,10,5050,1941
628000,4,2,2260,6000,1,0,0,3,8,1430,1958
1300000,5,4,3366,7800,2.5,0,2,3,8,2966,1937
2321000,5,4.75,5780,17004,2,0,0,3,11,4260,2006
272000,3,2,1380,7476,1,0,0,3,7,1380,1989
311000,3,1,1310,8370,1.5,0,0,3,7,1310,1962
411000,4,1.75,2250,292288,1,0,0,4,7,2250,1963
530000,3,1.75,1980,6760,1,0,0,4,8,1980,1973
435000,2,1,2240,7200,1,0,0,4,7,1120,1940
275000,4,1,1770,7345,1.5,0,0,3,7,1770,1966
415000,2,1,1460,4200,1,0,0,4,6,880,1914
450000,3,1,1060,4650,1,0,0,3,7,910,1950
340500,3,1,1770,12458,1,0,0,3,7,1770,1957
357186,2,1.75,1210,1040,2,0,0,3,8,1210,2014
352000,2,0.75,760,33801,1,0,0,4,4,760,1931
280000,2,1,960,4920,1,0,0,3,6,960,1942
315000,4,2.75,2300,18360,1,0,0,4,7,1560,1979
212000,4,2,1880,7500,1,0,0,5,6,980,1946
490000,3,1.75,1720,12540,1,0,0,4,7,1720,1956
425000,2,2.5,1320,1329,2,0,0,3,8,1180,2007
1135250,5,4,7320,217800,2,0,0,3,11,7320,1992
971971,4,3.75,3460,6738,2,0,0,3,11,3460,2013
394950,2,1,1131,1304,3,0,0,3,7,1131,2011
643500,3,2,1650,7104,2,0,0,3,8,1650,1945
255500,2,1,1440,43560,1,0,0,4,7,1150,1965
689000,4,2.5,2020,9600,2,0,0,4,7,2020,1954
1200000,4,3.5,4560,16643,1,0,3,3,12,2230,1995
595000,4,2.25,2050,8372,2,0,0,4,8,2050,1984
280000,3,2.5,1970,8426,2,0,0,3,8,1970,1992
398500,2,2.5,1780,1311,3,0,0,3,8,1350,2005
250000,3,1.75,1200,5478,1,0,0,5,6,1200,1955
335000,3,1,1030,7200,1,0,0,3,6,880,1948
575000,5,2.25,3550,7992,2,0,0,3,8,3550,1968
235000,3,1.75,1380,8362,1,0,0,3,7,1380,1967
624000,5,3.75,3570,14648,2,0,0,3,9,3570,2005
427500,3,1,1480,4200,1.5,0,0,3,7,1480,1925
460000,2,1,1020,4002,1,0,0,5,7,1020,1953
343000,4,1.75,2290,10290,1,0,0,3,7,1340,1960
529950,3,1,1240,5000,1.5,0,0,5,7,1240,1909
799000,4,2.5,2590,7910,2,0,0,3,9,2590,2001
431000,3,2.5,1690,2752,2,0,0,3,8,1690,1979
365000,4,2.5,1570,9600,1,0,0,3,7,800,1972
590000,4,2.75,2910,10650,1,0,2,3,8,1780,1975
650500,4,1.75,2340,5940,1,0,0,3,8,1290,1953
610000,3,1.75,1630,1500,3,0,0,3,8,1630,2014
219900,3,1,860,10426,1,0,0,3,6,860,1954
190000,2,1.5,1400,9031,1,0,0,3,7,960,1982
349950,2,1,1050,6317,1.5,0,0,4,7,1050,1913
350000,5,1.75,1380,7620,1,0,0,3,7,1180,1955
1.00E+06,3,2.25,2300,15952,1,0,0,4,8,1150,1963
730000,4,2.25,2190,9009,2,0,0,4,8,1840,1977
484000,2,1.75,1660,6000,1,0,0,3,7,1160,1942
325000,4,2.5,1960,3543,2,0,0,3,7,1960,2004
750000,5,4,4500,8130,2,0,0,3,10,4500,2007
205000,3,1.75,1290,7210,1,0,0,3,7,1290,1984
580000,3,3.25,1490,857,3,0,0,3,8,1220,2001
715000,4,1,1710,6050,1.5,0,0,3,7,1410,1913
474000,2,1,1100,3500,1,0,0,5,7,1100,1908
1075000,4,2.75,2580,8100,2,0,1,4,8,1780,1964
210000,2,2,1680,5756,2,0,0,4,7,1680,1910
902000,3,2.75,3240,7200,1,0,2,3,8,1620,1960
545000,4,2.75,2180,8480,1,0,3,4,7,1210,1959
388598,3,2.5,2370,4200,2,0,0,3,8,2370,2014
5.00E+05,2,2.25,1290,1334,3,0,0,3,8,1290,2007
260000,3,2,1030,7260,1,0,0,3,6,1030,1947
988000,3,1.75,2190,3800,1.5,0,2,4,8,2190,1923
404000,3,1.75,1720,7202,1,0,0,3,7,1720,1995
375000,2,1,790,5120,1,0,0,3,6,790,1950
408000,3,1.75,1600,313672,1,0,0,4,7,1600,1960
622000,4,1.75,2680,6120,1,0,0,5,8,1340,1959
342000,3,2,1640,4802,1,0,0,3,8,1640,2010
396000,3,1,1390,6160,1,0,0,4,7,1390,1949
266000,4,2.25,1860,12693,1,0,0,3,8,1140,1978
481500,3,1.75,2140,6000,1,0,0,3,7,1070,1948
290000,3,2.5,1580,6860,2,0,0,3,7,1580,1995
835000,4,4.25,4930,25714,2,0,0,3,12,4930,2005
6.00E+05,4,2.5,2520,10850,1,0,0,4,8,1680,1968
230000,3,2.25,1830,11331,1,0,0,3,7,1250,1965
441000,2,1,1290,1289,2,0,0,3,7,1030,2005
710000,4,2.5,4070,129808,2,0,0,3,10,4070,1998
455000,4,2.5,2811,7251,2,0,0,3,9,2811,2009
1288000,5,4,4050,11358,2,0,0,4,10,2780,1980
415000,4,2.5,2000,5962,2,0,0,3,8,2000,1999
134000,3,1,1270,8508,1,0,0,4,6,650,1942
255000,4,2.5,1987,6000,2,0,0,3,7,1987,2011
395000,4,2,1980,15354,1,0,0,3,7,1980,1977
996000,3,3.25,3620,8131,2,0,0,4,10,2730,1988
656500,4,2,2710,4750,1,0,0,4,7,1460,1919
203000,2,1,1080,9067,1,0,0,3,6,1080,1951
542000,2,2.25,1800,2819,2,0,2,4,9,1800,1979
295000,3,2.5,1940,10350,1,0,0,3,7,1420,1979
1550000,3,2.5,4460,26027,2,0,0,3,12,4460,1992
475000,2,1,890,4590,1,0,0,3,7,890,1923
399895,4,2.5,2701,4500,2,0,0,3,9,2701,2014
185000,3,1.75,1170,9085,1,0,0,3,7,1170,1967
860000,4,2.75,3160,8097,2,0,0,3,9,3160,2014
430000,3,2.5,1440,7320,1,0,0,5,7,1440,1954
445000,2,1,950,4800,1,0,0,3,6,950,1941
1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,1914
525300,4,1.75,2520,7770,1,0,0,3,8,1680,1965
415000,3,1.75,2380,5650,1,0,2,4,8,1190,1956
345000,2,1,1130,8081,1,0,0,4,7,1130,1921
139500,2,1.5,1230,1561,2,0,0,3,7,1230,1983
324000,3,2,1540,10931,1,0,3,3,7,1540,1989
493000,6,1.75,2120,3801,1.5,0,0,4,7,1220,1925
380000,3,3.25,1450,1468,2,0,0,3,8,1100,2009
328000,3,1.75,1470,7650,1,0,0,3,7,1130,1983
415000,3,1,1560,4500,1.5,0,0,3,7,1560,1903
740000,5,5,5774,31675,1,0,2,3,11,4490,1984
401000,4,1.75,3010,12523,1,0,0,3,8,1780,1952
645500,2,1,1890,5202,1.5,0,0,4,7,1890,1909
430000,3,1.5,1810,349351,1.5,0,0,3,7,1810,2002
762500,5,3.5,3290,5880,2,0,0,3,9,2670,2005
385000,2,1,770,7554,1,0,0,3,6,770,1946
8.00E+05,4,2.25,2010,7200,1,0,1,4,8,1010,1950
368000,4,2.5,2720,7350,2,0,0,3,9,2720,1989
259950,3,1,1460,5825,1,0,0,5,5,1260,1942
529000,3,2,1530,3400,1,0,0,3,7,990,1907
665000,4,2,2970,52567,2,0,0,3,8,2970,1924
1180500,3,1.75,1610,7200,1,0,0,3,8,1090,1973
354000,4,2.5,2340,5420,2,0,0,3,8,2340,2003
314500,4,2.5,2390,9600,2,0,0,3,7,2390,1996
570000,3,1.75,1930,36210,1,0,0,3,8,1930,1977
315000,3,1.75,1970,8200,1,0,0,3,7,1270,1964
250000,2,1.5,1200,5773,2,0,0,3,7,1200,1985
665000,4,3,2160,4400,1,0,0,5,7,1320,1921
7.00E+05,3,2.5,2050,4185,2,0,0,3,9,2050,2011
1150000,4,3.25,4400,262666,2,0,0,3,11,4400,1988
385000,4,1.75,1620,4980,1,0,0,4,7,860,1947
252000,3,2.25,1570,8410,1,0,0,3,7,1180,1991
253000,3,1,1580,8240,1,0,0,4,7,1040,1978
942000,4,2.75,3160,37200,2,0,3,3,8,2310,1939
490000,4,2.5,2360,4367,2,0,0,3,8,2360,2003
425000,3,1,1180,3750,1,0,0,3,6,1030,1940
5.00E+05,4,2.5,1940,7607,2,0,0,3,8,1940,1995
485000,2,2.25,1260,1240,3,0,0,3,8,1260,2004
713500,3,2,1720,4200,2,0,0,3,8,1720,1908
322000,4,1,1750,68841,1,0,0,3,7,1750,1942
1100000,2,1.75,2050,11900,1,0,0,4,8,2050,1950
450000,3,2,1540,67756,1,0,0,3,7,1540,1900
620000,3,2.25,2010,7495,1,0,0,4,8,1570,1979
1325000,4,4,4420,16526,2,0,0,3,11,4420,2013
1387000,4,3.5,4010,10880,2,0,3,4,11,3150,1990
603500,6,2.75,2660,8400,1,0,0,5,8,1550,1962
695000,2,1,1140,3990,1,0,0,3,7,1140,1924
269000,2,2,1540,5000,1.5,0,0,3,8,1540,1986
505400,3,1.75,1640,3400,1,0,0,4,7,930,1926
449000,5,1.75,1720,14040,1,0,0,4,8,1150,1956
358000,4,2.5,1830,7308,2,0,0,3,7,1830,2002
638000,4,1.75,1470,4236,1.5,0,0,4,7,1470,1946
616950,5,3.5,3560,5008,2,0,0,3,8,2810,2013
399000,3,2,1940,16300,1,0,0,3,7,1140,1978
585000,4,2.5,2910,6250,2,0,0,3,8,2910,1999
370000,3,1,2150,8480,1,0,0,3,8,1610,1951
635000,3,3.5,1730,1349,3,0,0,3,9,1350,2009
481000,4,2.5,2480,9869,1,0,0,4,8,1240,1963
350000,3,1.5,980,7790,1,0,0,5,7,980,1969
310000,3,2,1310,1361,3,0,0,3,7,1310,2003
570000,3,2.5,1910,4941,2,0,0,3,8,1910,1999
174500,2,2.5,1240,2689,2,0,0,3,7,1240,1986
540000,5,2.5,3370,4850,2,0,0,3,9,3370,2007
240000,3,1.5,1010,10350,1,0,0,3,7,1010,1969
259000,3,1.75,1240,4000,1,0,0,3,7,1240,1986
580000,3,2.5,1620,1173,3,0,4,3,8,1470,2008
291000,4,2.25,1890,7616,1,0,0,4,8,1260,1979
535000,2,1.75,1780,224769,1,0,0,4,8,1780,1976
502000,3,2,1300,14350,1,0,0,3,7,1300,1955
540000,3,1.75,1610,3478,1.5,0,0,4,7,1060,1929
725000,3,2.5,3410,41022,2,0,0,3,11,3410,1990
5.00E+05,3,2.25,1760,11946,2,0,0,3,8,1760,1978
315000,4,2.75,2200,8580,1,0,0,3,8,1860,1991
265000,3,2.25,1750,9298,1,0,0,4,7,1410,1969
538000,4,1.75,1840,9600,1,0,0,3,7,1220,1967
485000,5,1.75,2460,14100,1,0,0,3,7,1380,1972
790000,3,2.25,2370,10289,1,0,0,4,9,1590,1977
320000,2,1,950,4000,1,0,0,3,6,950,1910
241000,3,2,1650,6000,1,0,0,3,7,1650,1990
245000,5,1.75,2020,7902,1,0,0,3,7,1220,1962
785000,3,2.75,2310,5200,1,0,0,4,7,1520,1940
450800,4,3.25,2510,5311,2,0,0,3,9,2510,2009
235000,4,2.5,1810,39639,1,0,0,3,7,1230,1970
398000,3,1,1480,6550,1.5,0,0,4,6,1480,1925
565000,4,2.5,2280,9725,2,0,0,3,8,2280,1986
4.00E+05,3,1,1060,12000,1,0,0,3,7,1060,1952
680000,4,2.5,2830,8399,2,0,0,3,9,2830,1998
495000,4,2.5,4060,8547,2,0,0,3,9,2790,2007
325000,3,2.25,1330,969,3,0,0,3,7,1330,2007
855000,4,3,2550,5300,2,0,0,3,8,1720,1908
350000,3,1.75,1000,8268,1,0,0,3,6,1000,1969
202000,2,1,840,7200,1,0,0,4,5,840,1907
330000,3,2.25,1860,11227,2,0,0,3,7,1860,1995
210000,4,1.75,2090,6485,1,0,0,3,7,1280,1956
333000,4,2.5,2623,7184,2,0,0,3,8,2623,2012
524000,2,2,1450,2272,1,0,0,4,6,750,1924
715000,3,2.5,2770,39529,2,0,0,3,9,2770,1987
190000,4,1.75,1900,9861,1,0,0,4,7,1900,1967
290000,3,2.25,1620,7772,2,0,0,4,8,1620,1988
720000,2,1,1370,9460,1,0,0,3,6,1370,1950
485000,5,1.75,2140,43124,1,0,2,4,7,1220,1962
320000,3,1,1520,8870,1.5,0,0,4,7,1520,1951
330000,4,3,1920,12040,1,0,0,3,7,1920,1962
359000,4,3.5,2770,8763,2,0,0,3,8,2100,1996
950000,4,2.5,3700,7051,2,0,0,3,11,3700,2006
580000,7,2.75,2310,2400,1.5,0,0,3,6,2310,1915
601150,2,2,1660,5200,1,0,0,5,7,1120,1906
635000,2,2.5,1390,1132,2,0,0,3,8,1130,2006
382000,3,2.25,1750,15528,1,0,0,3,8,1270,1963
292500,3,2.5,2095,3438,2,0,0,3,7,2095,2008
287500,3,2.25,2030,8690,1,0,0,4,8,1360,1986
7.00E+05,4,1.5,2470,6000,1.5,0,0,3,7,1480,1940
770000,4,3,2320,7200,1,0,0,3,7,1260,1943
344950,3,1,1090,6712,1,0,0,4,7,1090,1972
802500,4,3.75,3320,8030,2,0,0,3,10,3320,2005
229000,2,1,1190,7408,1,0,0,3,6,830,1941
218000,3,2.25,1610,7084,1,0,0,4,8,1280,1968
315000,3,2.5,1570,2865,2,0,0,3,7,1570,2003
1080000,3,2.5,1990,1891,3,0,0,3,9,1990,2012
825000,4,3,2910,8027,1,0,0,5,8,1800,1970
1240000,4,3,3330,6990,1.5,0,3,5,9,2330,1928
705000,3,1,1440,2618,1.5,0,0,4,7,1440,1906
1450000,4,3.5,2860,2199,3,0,0,3,10,2860,2013
543000,3,2.5,1540,1256,3,0,0,3,8,1540,2004
605000,3,1.75,1930,5400,2,0,2,3,9,1930,1978
320000,3,2.5,2280,7417,2,0,0,3,8,2280,1998
221000,3,1,1250,7280,1,0,0,3,7,1250,1965
299999,3,2.25,1350,1234,2,0,0,3,7,1160,2007
438000,3,1.75,1990,9885,1,0,0,4,7,1030,1978
392440,4,2.5,2547,4800,2,0,0,3,9,2547,2014
627000,3,2,2310,10525,2,0,0,5,7,2310,1965
5.00E+05,3,2.5,1650,5683,2,0,0,3,7,1650,2003
469000,3,2.25,2070,9957,1,0,0,3,8,1440,1977
1025000,5,4,3760,28040,2,0,0,3,10,3760,1983
550000,3,1,1260,6000,1,0,3,3,7,1260,1951
534640,3,2.5,2130,3500,1,0,0,4,8,1210,1994
1050000,2,2.5,2350,2390,3,0,2,3,10,2000,2007
528000,4,2.25,1910,8005,1,0,0,3,8,1280,1960
490000,3,1,1260,9638,2,0,0,4,7,1260,1920
1210000,3,3.75,5400,24740,2,0,0,3,11,5400,1997
1200000,3,2,2480,13310,1,0,0,2,7,2480,1955
390000,3,1.75,1220,216332,1,0,0,3,7,1220,1981
650000,3,1,1410,4840,1,0,2,4,6,1230,1942
516130,3,1.75,1510,8250,1,0,0,4,8,1510,1962
475000,4,2.5,2040,7260,2,0,0,4,7,2040,1963
189000,2,1,790,7128,1,0,0,3,6,790,1944
439950,3,1.75,1720,223377,1,0,0,3,7,1240,1950
550000,3,2.25,1950,26500,1,0,0,4,8,1570,1965
480000,3,2.5,1940,10035,2,0,0,4,8,1940,1994
533112,4,2.75,2790,8853,2,0,0,3,8,2790,2013
479500,2,1,930,5760,1,0,0,3,6,730,1917
418000,4,1.5,1550,9176,1,0,0,3,7,1000,1956
499950,3,1,1870,4984,1,0,0,3,7,1120,1955
210000,3,1,1040,8125,1,0,0,3,7,1040,1956
427500,4,2.5,2430,3249,2,0,0,3,8,2430,2010
975000,4,2.5,3420,183387,2,0,0,3,10,3420,2000
1480000,3,3.5,4070,26000,2,0,0,3,11,4070,1991
463000,3,1.75,2020,11095,1,0,0,4,7,1480,1975
293000,2,2.25,1610,1968,2,0,0,4,7,1610,1979
275000,3,1.5,1060,6954,1,0,0,4,6,1060,1983
1100000,5,2.25,4320,7620,2,0,0,3,7,2880,1973
693000,3,2.5,2460,12028,2,0,0,3,9,2460,1996
479000,2,2.5,1730,1037,3.5,0,0,3,8,1730,2008
732350,4,2.5,2270,7665,2,0,0,3,9,2270,1986
675000,3,3,2980,28000,1,0,0,3,10,1820,1981
765000,4,2.5,3300,10764,1,0,0,4,9,1720,1971
740000,4,3.5,3760,57063,2,0,0,3,9,2950,1998
1200000,4,2.5,2390,4200,2,0,0,3,9,2150,1924
169000,3,1.5,1570,6450,1.5,0,0,4,6,1570,1931
499000,3,2,2090,42689,1.5,0,0,3,7,2090,1959
406500,3,2,1780,8621,1,0,0,3,8,1780,1992
1350000,3,2.5,2390,5500,1,0,3,3,9,1700,1952
689950,4,2.75,2520,8433,2,0,0,3,8,2520,2014
270000,4,1.5,1730,8505,1.5,0,0,4,7,1730,1961
338000,4,3,2090,7500,1,0,0,3,7,1370,1986
252500,2,1.5,1280,8710,1,0,0,3,7,1280,1967
724500,3,3.25,3240,4185,2,0,0,3,8,2770,2011
329000,2,2.5,980,1020,3,0,0,3,8,980,2008
695000,3,1.75,2080,5687,1.5,0,0,4,8,2080,1924
490000,3,2.25,2840,107157,2,0,0,4,9,2840,1983
509000,3,3,2130,5000,1.5,0,0,3,7,1570,1913
1150000,6,4.5,6040,219542,2,0,0,3,11,4100,1996
653000,3,2.25,2800,17300,1,0,0,4,8,1420,1971
268750,4,1,800,8775,1,0,0,3,6,800,1943
340000,4,2.5,1954,4805,2,0,0,3,8,1954,2005
833450,5,4,4460,269345,2,0,4,3,9,3330,1996
594000,3,1,1320,5000,1,0,0,4,7,1090,1920
425000,3,1.5,1970,13709,1,0,0,4,7,1680,1955
587000,4,2.75,2210,8430,2,0,0,3,9,2210,1999
305000,3,1.75,1660,11500,1,0,0,3,7,1130,1979
326000,6,3,2580,8064,1.5,0,0,3,7,1880,1913
312900,4,2.5,1630,4473,2,0,0,3,7,1630,2003
490000,3,2.5,1890,10190,2,0,0,3,8,1890,1986
261590,2,1,760,6407,1,0,0,3,6,760,1943
577000,5,2.75,1940,5000,2,0,0,5,7,1940,1951
570000,4,2.25,2380,36446,2,0,0,4,8,2380,1977
220000,3,2.25,1470,7518,1,0,0,3,7,1160,1985
205000,4,1.75,1850,65340,1.5,0,0,4,7,1850,1972
575000,3,2.75,1990,9600,1,0,0,3,8,1530,1978
320000,3,1,1230,7492,1,0,0,3,7,1230,1955
454950,4,2.5,2413,5701,2,0,0,3,8,2413,2014
6.00E+05,3,1.75,2300,12682,1,0,2,3,8,2300,1955
543000,4,2.5,2060,8451,2,0,0,3,8,2060,1995
613500,4,2.5,3020,6068,2,0,0,3,9,3020,2006
678500,4,3,2620,214750,2,0,0,3,8,2620,1992
479200,3,2,1510,3750,1.5,0,0,4,7,1510,1928
325000,2,1,1080,5000,1,0,0,3,7,1080,1954
290000,3,1,1010,10800,1,0,0,4,7,1010,1972
630000,3,1.75,1540,6930,1,0,0,3,7,1250,1944
230000,3,2.5,1340,3011,2,0,0,3,7,1340,1995
288000,3,2.25,2090,7500,1,0,0,4,7,1280,1977
446000,4,1.75,1730,5922,2,0,0,5,7,1730,1949
780000,2,2.5,2560,2500,2,0,0,5,8,1690,1901
287000,4,2.25,1980,7081,1,0,0,3,7,1470,1977
495000,4,2,1610,4770,1,0,0,4,7,1230,1941
540000,4,2,1990,29078,2,0,0,3,9,1990,1984
896000,5,2.75,2520,16100,1,0,3,4,8,1570,1960
195000,3,1.5,1430,5200,1,0,0,4,7,1030,1977
290000,3,2.5,1600,6848,2,0,0,3,7,1600,2000
587206,3,3.5,1890,1710,2,0,0,3,8,1640,1999
499100,3,1.5,1620,5108,1,0,0,3,7,1620,1954
870000,4,2.75,3410,23000,2,0,0,4,10,3410,1982
575000,5,2.5,2760,4000,1.5,0,0,3,8,1730,1926
298950,5,2.25,2300,11505,1,0,0,3,8,1300,1963
390000,3,3,1490,2944,2,0,0,3,7,960,1993
650000,3,1.75,1550,5000,1,0,0,3,7,1250,1911
327500,3,2.25,1770,8755,1,0,0,3,8,1330,1981
395000,2,1,1200,6014,1,0,0,4,6,600,1949
405000,3,1.75,1900,10454,1,0,0,3,7,1390,1978
567000,4,1.75,2630,11213,1,0,2,4,8,1430,1948
955990,5,3.25,3830,6507,2,0,0,3,9,3830,2014
650000,5,3.5,3480,36615,2,0,0,4,8,2490,1983
550000,4,3.5,2770,24140,2,0,0,3,8,2770,1967
4.00E+05,3,1,1410,9704,1,0,0,3,8,1140,1983
302000,3,2.5,2140,9492,2,0,0,3,8,2140,1994
349000,3,2.5,2550,7709,2,0,0,3,9,2550,1989
3.00E+06,4,4.25,4850,12445,2,1,4,5,10,3850,1989
3.00E+06,3,3.5,4410,10756,2,1,4,3,11,3430,2014
244000,3,2.5,1470,9337,2,0,0,3,7,1470,1991
577450,3,3,1730,1755,3,0,0,3,8,1730,2014
469500,4,2.75,1930,13041,1,0,0,4,8,1180,1980
326989,3,2.5,2060,4200,2,0,0,3,8,2060,2014
582500,2,1,1140,23779,1.5,0,0,3,6,1140,1966
148226,3,1,1400,7360,1,0,0,4,7,1400,1968
264950,3,1.5,1470,11599,1,0,0,3,7,1070,1967
402000,2,1,710,5100,1,0,0,5,7,710,1905
450000,4,2.5,2520,8515,2,0,0,3,7,2520,1999
396500,3,1,1710,5110,1,0,0,3,7,1100,1954
478000,4,2,1690,8208,1,0,0,4,7,1210,1958
545000,4,3,3160,10948,1,0,3,3,8,1930,1991
1164000,3,3.5,3620,8072,2,0,0,3,10,2920,1999
274950,3,1.75,1670,7415,1,0,0,3,7,1320,1987
410000,4,2.25,2060,7283,1,0,0,3,8,1220,1963
480000,2,1,1060,3040,1,0,0,3,7,860,1924
5.00E+05,3,1,1150,5100,2,0,0,3,8,1150,1911
650000,3,2.5,2380,3332,2,0,0,3,9,2380,2014
430000,4,1.5,1920,10000,1,0,0,4,7,1070,1954
1029000,4,3.25,3780,11200,2,0,0,3,11,3780,2002
725000,4,2.5,3750,218506,2,0,0,3,10,3750,1991
1712750,5,2.5,2660,6572,1,0,0,5,9,1960,1959
431000,4,2.5,1450,3600,1.5,0,0,3,7,1250,1902
290000,2,1,840,3844,1,0,0,4,6,840,1919
213000,2,1,750,6089,1,0,2,3,6,750,1937
750000,4,2.25,3190,11597,2,0,0,3,10,2300,1984
445000,2,1,910,7200,1,0,1,4,7,830,1936
417000,3,2.75,1820,52889,2,0,0,3,8,1820,1991
490000,3,2,1450,2400,1.5,0,0,3,8,1450,1900
156000,3,1,770,9750,1,0,0,3,6,770,1941
449400,4,3,2490,5064,2,0,0,3,7,2490,2007
678940,5,2.25,2610,4080,2,0,0,5,7,1750,1909
458000,5,2.5,3090,23265,1,0,0,3,8,2990,1957
4.00E+05,4,1.5,2150,11026,1,0,0,4,7,2150,1952
570000,4,2,2000,46902,2,0,0,3,8,2000,1978
346150,3,2,2140,7200,1,0,0,4,8,1480,1966
235000,4,1,1500,6360,1.5,0,0,3,6,1500,1944
563750,4,2.75,2690,25000,1,0,0,3,8,1750,1978
2400000,6,4.5,5480,10800,2,0,3,4,9,4430,1999
1110000,5,3.5,7350,12231,2,0,4,3,11,4750,2001
465000,5,1.75,2000,10246,1,0,2,3,7,1200,1953
410000,2,1.5,1180,1034,2,0,0,3,7,1120,2001
759000,3,1.5,1980,5800,1,0,0,4,8,1520,1949
1820000,4,4.5,6640,53330,2,0,0,3,12,6640,1993
335000,2,1,1070,6678,1,0,0,4,7,1070,1951
523950,3,2.25,1420,1282,3,0,0,3,8,1420,2006
558000,4,3.25,3160,8876,2,0,0,3,9,2460,1997
875000,4,2.5,3220,22588,2,0,0,3,10,3220,1996
525000,4,1.5,1680,10500,2,0,0,3,7,1680,1962
690000,3,2.75,2480,3240,1.5,0,0,3,9,1890,1929
735000,4,2.25,2410,4250,1.5,0,0,5,7,1460,1929
524000,3,2.25,2430,73151,1,0,0,3,8,2430,1974
372500,2,2.5,1400,2958,2,0,0,3,8,1400,2007
175000,2,1,670,2378,1,0,0,3,5,670,1919
445000,4,2.5,2280,42077,2,0,0,3,8,2280,1994
295000,3,1.75,1930,13350,1,0,0,3,8,1930,1967
380000,3,1.75,1300,12378,1,0,0,4,6,1300,1943
502000,3,2.25,1600,45613,2,0,0,4,8,1600,1983
420000,2,1,2100,4480,1,0,0,5,7,1400,1908
725000,4,2.5,2740,12899,2,0,0,4,10,2740,1990
595000,2,2,1510,4000,1,0,0,4,7,1010,1900
330000,2,1,1160,32251,1,0,0,3,6,580,1963
558000,4,2.5,3220,5120,2,0,0,3,9,2420,2000
606000,3,1,1500,3920,1,0,0,3,7,1000,1947
319950,2,1,920,8341,1,0,0,3,7,920,1939
225000,3,1.75,1580,8820,1,0,0,4,7,1580,1967
2750000,5,4,6300,16065,2,0,1,3,12,4360,2004
7.00E+05,4,2.5,3010,46173,2,0,0,3,9,3010,1996
385000,4,2.5,2050,5276,2,0,0,3,7,2050,2006
199988,2,1,860,5000,1,0,0,3,7,860,1949
220000,2,1,780,6000,1,0,0,5,6,780,1923
320000,3,1,1260,9600,1,0,0,3,7,1260,1970
375000,3,2.5,2424,5931,2,0,0,3,9,2424,2014
430000,2,1.75,1350,4003,1,0,0,3,8,1350,2004
530000,3,2.5,3150,21893,2,0,0,3,9,3150,2006
485000,3,2,1420,4080,1.5,0,0,3,7,1420,1905
275000,2,1,2180,12875,1,0,0,3,7,1480,1959
1149000,4,3,5940,11533,2,0,4,3,11,4950,2004
436000,3,2.25,2120,6710,1,0,0,5,7,1420,1959
464000,4,2.5,3140,12591,2,0,0,3,9,3140,1993
175000,3,1,1280,7572,1,0,0,4,6,1280,1958
1385000,3,3,2490,3600,2,0,3,4,8,1790,1911
225000,3,1,940,9272,1,0,0,3,7,940,1954
331500,4,1.75,1820,14319,1,0,0,4,7,1820,1969
442500,2,2.25,1510,7280,2,0,0,3,7,1510,1987
397950,4,1.75,2120,7620,2,0,0,3,8,2120,1971
550000,3,1,1520,2500,1.5,0,0,3,8,1520,1912
299900,3,1,1110,8593,1,0,0,3,7,1110,1979
